fLabel;fIndex;fStatus;fSign;fV.fX;fV.fY;fV.fZ;fP.fX;fP.fY;fP.fZ;fBeta;fDcaXY;fDcaZ;fPVX;fPVY;fPVZ
-3141593;-1;-1073172225;1;0.035134;0.214705;9.140807;0.430720;-0.327359;0.133816;0.000000;-0.068589;0.051408;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;1;0.265545;-0.264418;6.864010;0.656174;0.232246;0.252038;0.000000;-0.566175;-2.225389;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;1;0.129721;0.278279;8.967579;0.081114;-0.480183;0.058560;0.000000;0.053836;-0.121820;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;1;-0.593906;1.040628;10.348457;0.437688;0.380504;-0.089020;0.000000;1.022035;1.259057;0.076637;0.269312;9.089399
-3141593;-1;-1073172225;1;0.063540;0.261659;9.021004;-0.395615;0.676974;0.375748;0.000000;0.015169;-0.068396;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;1;0.034725;0.133939;9.535557;-0.731670;0.226528;-0.424034;0.000000;0.141713;0.446157;0.076637;0.269312;9.089399
-3141593;-1;-1073172225;-1;0.079042;0.268748;9.105340;0.107347;0.457442;0.119457;0.000000;-0.002470;0.015940;0.076637;0.269312;9.089399
-3141593;-1;-1073169409;1;0.039602;0.294237;9.079986;-0.537592;-0.798784;0.344880;0.000000;-0.044641;-0.009414;0.076637;0.269312;9.089399
-3141593;-1;-1073202177;1;-0.001309;0.361934;8.895581;-0.493746;-0.415515;-0.263332;0.000000;-0.121055;-0.193819;0.076637;0.269312;9.089399
-3141593;-1;-1073172225;-1;0.083920;0.260821;9.132407;0.586425;0.502950;0.413719;0.000000;-0.011187;0.043007;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;1;-0.192995;-0.011315;7.773963;0.365088;-0.350783;-0.028562;0.000000;-0.389170;-1.315436;0.076637;0.269312;9.089399
-3141593;-1;-1073202177;-1;0.222927;0.450977;9.129364;0.506602;-0.407952;0.239817;0.000005;0.233244;0.039964;0.076637;0.269312;9.089399
-3141593;-1;-536870657;1;0.077390;0.268843;9.081256;0.152728;0.244844;-0.005446;0.000000;-0.000887;-0.008144;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;-1;0.111419;0.256627;9.069763;-0.604231;-1.656673;0.464091;0.000012;0.037023;-0.019637;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;1;0.084202;0.277919;9.066988;-0.680433;0.598072;0.681352;0.000000;-0.011458;-0.022412;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;-1;0.079216;0.275923;9.077007;-0.771844;0.301050;-0.656435;0.000007;-0.007096;-0.012392;0.076637;0.269312;9.089399
-3141593;-1;-536342273;-1;0.077065;0.267047;9.103155;0.309236;0.058401;0.013069;0.000000;-0.002305;0.013755;0.076637;0.269312;9.089399
-3141593;-1;-536346369;1;0.066826;0.300690;9.132767;0.448418;0.140217;-0.100685;0.000000;0.032876;0.043367;0.076637;0.269312;9.089399
-3141593;-1;-1073169409;1;0.078648;0.268034;9.338490;0.423281;0.665786;-0.559698;0.000000;-0.002383;0.249091;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;-1;0.073244;0.267171;9.121310;0.408811;-0.647669;0.495247;0.000000;-0.004012;0.031911;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;1;-0.009668;0.484993;9.071810;-0.744226;-0.297805;-0.176985;0.000000;-0.232308;-0.017590;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;1;-0.140644;0.413782;8.853393;0.520419;0.782705;-0.479164;0.000000;0.260927;-0.236007;0.076637;0.269312;9.089399
-3141593;-1;-1073172225;-1;0.084471;0.246465;9.134494;0.386335;0.132459;0.086087;0.000000;-0.024153;0.045094;0.076637;0.269312;9.089399
-3141593;-1;-1073213193;-1;0.066156;0.270403;9.082875;0.098946;0.951088;0.717324;0.000000;0.010538;-0.006524;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;-1;0.078851;0.261233;9.097912;0.687100;0.188270;0.332151;0.000005;-0.008378;0.008512;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;-1;0.080372;0.270537;9.043903;-0.555233;1.693013;-0.492096;0.000012;-0.003931;-0.045496;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;1;0.079079;0.276158;9.103796;-0.599586;0.213859;0.015286;0.000004;-0.007268;0.014396;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;1;0.697395;1.719075;6.369821;0.616813;-0.264106;0.016465;0.000000;1.577070;-2.719579;0.076637;0.269312;9.089399
-3141593;-1;-1073172225;-1;0.078060;0.269813;9.096952;-1.070862;3.046913;2.219343;0.000000;-0.001509;0.007553;0.076637;0.269312;9.089399
-3141593;-1;-1073172233;-1;0.011174;0.257963;9.057991;-0.093299;0.538122;0.276638;0.000004;0.066439;-0.031409;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;-1;0.220925;0.304512;9.176683;0.322815;-1.323270;-1.027951;0.000000;0.148519;0.087284;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;-1;0.791941;0.490336;9.183043;0.328416;-1.062860;-0.959816;0.000000;0.748673;0.093644;0.076637;0.269312;9.089399
-3141593;-1;-1073172225;1;0.070014;0.270698;9.081250;0.154289;0.737432;-0.550804;0.000000;0.006767;-0.008150;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;1;0.077305;0.268492;9.114277;0.490760;0.399528;-0.135024;0.000004;-0.001057;0.024878;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;-1;0.088030;0.279942;9.057901;1.301005;-1.394473;1.139398;0.000000;0.015582;-0.031498;0.076637;0.269312;9.089399
-3141593;-1;-1073169409;1;1.016634;2.309701;8.480857;0.564099;-0.259878;-0.314738;0.000000;2.246504;-0.608543;0.076637;0.269312;9.089399
-3141593;-1;-1073169409;-1;0.073711;0.274411;9.086701;2.123001;1.218467;-1.610092;0.000000;0.005879;-0.002698;0.076637;0.269312;9.089399
-3141593;-1;-1073172225;1;0.110316;0.288298;9.091683;-1.169891;2.075248;-2.150789;0.000000;-0.038662;0.002283;0.076637;0.269312;9.089399
-3141593;-1;-1073169409;-1;0.075136;0.272021;9.118726;-0.984732;-0.545826;0.323104;0.000000;-0.003096;0.029327;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;1;0.069042;0.262223;9.076158;-0.746428;0.799655;0.542320;0.000000;0.010389;-0.013242;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;1;0.067103;0.265810;9.081967;-0.140971;0.383760;0.051247;0.000000;0.010157;-0.007432;0.076637;0.269312;9.089399
-3141593;-1;-1073169409;1;0.086765;0.262393;9.079725;-0.849284;-1.243081;0.961230;0.000000;0.012266;-0.009674;0.076637;0.269312;9.089399
-3141593;-1;-1073202177;-1;0.163838;0.662596;8.942921;0.693524;-0.153772;0.341536;0.000000;0.402835;-0.146479;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;1;0.073426;0.272957;9.104156;-0.741431;-0.653171;0.544918;0.000000;-0.004857;0.014756;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;-1;0.075897;0.270664;9.086990;1.261327;0.690679;0.994589;0.000000;0.001541;-0.002409;0.076637;0.269312;9.089399
-3141593;-1;-1073213185;-1;0.077694;0.269741;9.100813;-0.701031;1.730163;-1.557823;0.000000;-0.001140;0.011413;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;-1;0.076836;0.261244;9.104720;-2.450845;-0.060437;-2.140984;0.000000;0.008071;0.015321;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;1;0.077118;0.272258;9.095815;-1.622232;0.264949;1.123635;0.000000;-0.002985;0.006415;0.076637;0.269312;9.089399
-3141593;-1;-1073169409;1;0.074254;0.275443;9.109169;1.302168;0.506129;-0.403717;0.000000;0.006577;0.019769;0.076637;0.269312;9.089399
-3141593;-1;-1073210369;-1;0.077203;0.253924;9.078613;-1.668407;-0.061389;-1.499246;0.000000;0.015399;-0.010786;0.076637;0.269312;9.089399
-3141593;-1;-1073210377;-1;0.091509;0.224005;9.044533;-0.612758;-0.201139;0.182154;0.000004;0.047686;-0.044867;0.076637;0.269312;9.089399
